Geneid 	 Lymph_1 	 Lymph_2 	 Myelo_1 	 Myelo_2
FAIM2 	 0 	 0 	 0 	 0
LINC02396 	 0 	 0 	 0 	 0
LINC02395 	 0 	 0 	 0 	 0
LOC124902930 	 0 	 0 	 0 	 0
LOC105369763 	 0 	 0 	 1 	 0
AQP2 	 0 	 0 	 0 	 1
AQP5-AS1 	 0 	 0 	 0 	 0
AQP5 	 0 	 0 	 0 	 3
LOC105369764 	 0 	 0 	 0 	 0
AQP6 	 1 	 0 	 0 	 2
RACGAP1 	 938 	 850 	 563 	 571
ASIC1 	 6 	 6 	 4 	 5
SMARCD1 	 1572 	 1400 	 845 	 1150
GPD1 	 44 	 6 	 4 	 6
COX14 	 165 	 140 	 114 	 138
CERS5 	 498 	 357 	 441 	 407
LOC124902931 	 13 	 9 	 8 	 14
LIMA1 	 80 	 152 	 228 	 482
MIR1293 	 0 	 0 	 0 	 0
LOC107984505 	 6 	 14 	 11 	 4
FAM186A 	 3 	 12 	 2 	 5
LARP4 	 763 	 613 	 532 	 809
SNORD133 	 3 	 5 	 6 	 3
DIP2B 	 1136 	 1235 	 1661 	 1535
LOC124902932 	 6 	 3 	 6 	 2
ATF1 	 479 	 351 	 443 	 463
TMPRSS12 	 0 	 1 	 0 	 0
METTL7A 	 642 	 465 	 1033 	 858
HIGD1C 	 35 	 16 	 15 	 19
SLC11A2 	 535 	 612 	 353 	 697
LETMD1 	 836 	 871 	 591 	 753
CSRNP2 	 654 	 312 	 406 	 408
TFCP2 	 674 	 559 	 717 	 897
LOC124902933 	 0 	 0 	 0 	 0
POU6F1 	 435 	 117 	 246 	 98
DAZAP2 	 1591 	 1844 	 1959 	 1920
SMAGP 	 184 	 199 	 87 	 34
BIN2 	 433 	 179 	 2255 	 1794
LOC105369767 	 19 	 10 	 79 	 43
CELA1 	 0 	 0 	 8 	 3
GALNT6 	 309 	 508 	 669 	 883
SLC4A8 	 55 	 270 	 259 	 330
SLC4A8-AS1 	 0 	 1 	 0 	 0
SCN8A 	 111 	 38 	 112 	 9
TMDD1 	 0 	 4 	 2 	 1
FIGNL2 	 38 	 21 	 12 	 12
FIGNL2-DT 	 0 	 0 	 0 	 0
ANKRD33 	 0 	 0 	 0 	 1
ACVRL1 	 393 	 113 	 40 	 133
ACVR1B 	 903 	 565 	 969 	 801
TAMALIN-AS1 	 1 	 159 	 15 	 6
TAMALIN 	 10 	 948 	 87 	 42
LOC124902934 	 9 	 14 	 8 	 11
NR4A1 	 78 	 1809 	 466 	 462
LOC107984510 	 0 	 27 	 6 	 0
NR4A1AS 	 0 	 0 	 0 	 0
ATG101 	 446 	 518 	 345 	 350
SMIM41 	 1 	 0 	 0 	 0
OR7E47P 	 1 	 0 	 0 	 0
LOC112268096 	 10 	 23 	 0 	 0
KRT80 	 52 	 1 	 50 	 12
LINC02874 	 0 	 0 	 1 	 0
LINC00592 	 1 	 0 	 0 	 1
KRT7 	 0 	 1 	 0 	 1
KRT7-AS 	 0 	 0 	 0 	 0
KRT87P 	 0 	 0 	 0 	 0
KRT86 	 0 	 0 	 0 	 0
KRT81 	 3 	 1 	 2 	 0
LOC124902935 	 0 	 0 	 0 	 0
KRT83 	 0 	 0 	 0 	 0
KRT85 	 0 	 2 	 0 	 0
KRT84 	 0 	 0 	 0 	 0
KRT82 	 0 	 0 	 0 	 0
KRT75 	 0 	 0 	 0 	 0
KRT6B 	 2 	 0 	 0 	 0
KRT6C 	 0 	 0 	 0 	 1
KRT6A 	 0 	 1 	 0 	 0
KRT5 	 0 	 0 	 0 	 0
KRT71 	 0 	 1 	 0 	 1
KRT74 	 0 	 0 	 0 	 0
KRT72 	 8 	 7 	 15 	 4
KRT73 	 6 	 8 	 25 	 18
KRT73-AS1 	 1 	 0 	 0 	 1
KRT2 	 0 	 0 	 0 	 0
KRT1 	 41 	 25 	 2 	 78
KRT77 	 0 	 0 	 0 	 0
KRT76 	 0 	 0 	 0 	 0
KRT3 	 0 	 1 	 0 	 0
KRT4 	 0 	 1 	 0 	 0
KRT79 	 0 	 0 	 0 	 1
KRT78 	 0 	 0 	 0 	 0
KRT8 	 10 	 19 	 1 	 3
MIR9898 	 0 	 0 	 0 	 0
KRT18 	 16 	 12 	 1 	 0
EIF4B 	 2099 	 2804 	 1444 	 2357
TNS2-AS1 	 76 	 15 	 12 	 0
TNS2 	 2284 	 77 	 17 	 43
MIR6757 	 2 	 0 	 0 	 0
SPRYD3 	 331 	 209 	 551 	 555
IGFBP6 	 11 	 5 	 16 	 6
SOAT2 	 8 	 2 	 3 	 0
LOC124902936 	 0 	 0 	 0 	 0
CSAD 	 352 	 439 	 376 	 227
ZNF740 	 1090 	 943 	 803 	 1048
ITGB7 	 147 	 472 	 1075 	 610
RARG 	 342 	 382 	 243 	 169
LOC122455340 	 0 	 2 	 0 	 0
MFSD5 	 357 	 101 	 382 	 275
ESPL1 	 113 	 206 	 182 	 129
PFDN5 	 0 	 0 	 0 	 0
MYG1 	 0 	 0 	 0 	 0
AAAS 	 0 	 0 	 0 	 0
SP7 	 0 	 0 	 0 	 0
SP1 	 2740 	 2244 	 3781 	 3613
AMHR2 	 0 	 0 	 0 	 4
PRR13 	 445 	 493 	 594 	 515
PCBP2 	 758 	 705 	 592 	 653
PCBP2-OT1 	 5 	 18 	 4 	 9
MAP3K12 	 321 	 307 	 284 	 391
TARBP2 	 315 	 229 	 141 	 219
ATF7-NPFF 	 3 	 1 	 1 	 0
NPFF 	 19 	 7 	 20 	 16
ATF7 	 858 	 701 	 826 	 922
LOC100652999 	 2 	 2 	 1 	 3
LOC124902937 	 1 	 6 	 2 	 3
LOC124902938 	 0 	 0 	 0 	 0
ATP5MC2 	 442 	 495 	 428 	 538
CALCOCO1 	 1674 	 1809 	 1845 	 1803
LOC105369774 	 0 	 0 	 0 	 0
CISTR 	 0 	 0 	 0 	 0
LOC105378250 	 0 	 0 	 0 	 0
LOC107984525 	 0 	 0 	 4 	 0
HOXC13-AS 	 0 	 0 	 0 	 0
HOXC13 	 0 	 0 	 0 	 0
LOC105369775 	 0 	 0 	 0 	 0
HOXC12 	 1 	 0 	 0 	 0
HOTAIR 	 0 	 0 	 0 	 0
HOXC11 	 2 	 0 	 0 	 0
HOXC-AS3 	 0 	 0 	 0 	 0
HOXC10 	 3 	 1 	 0 	 0
MIR196A2 	 0 	 0 	 0 	 0
HOXC-AS2 	 0 	 0 	 0 	 0
HOXC-AS1 	 0 	 0 	 0 	 0
HOXC9 	 2 	 0 	 0 	 0
HOXC8 	 3 	 1 	 0 	 0
LOC124902939 	 0 	 0 	 0 	 0
HOXC4 	 3 	 2 	 3 	 20
HOXC5 	 0 	 0 	 0 	 0
HOXC6 	 1 	 0 	 0 	 0
MIR615 	 0 	 0 	 0 	 0
FLJ12825 	 1 	 1 	 2 	 1
LOC100240735 	 34 	 70 	 9 	 26
LOC100240734 	 0 	 0 	 0 	 0
FAM242C 	 0 	 0 	 1 	 2
LINC02381 	 10 	 5 	 3 	 8
SMUG1-AS1 	 6 	 3 	 15 	 19
SMUG1 	 193 	 148 	 224 	 246
LOC102724030 	 0 	 0 	 1 	 0
LOC105369777 	 0 	 1 	 1 	 1
CBX5 	 4887 	 4304 	 1949 	 3191
MIR3198-2 	 0 	 0 	 0 	 0
SCAT2 	 11 	 14 	 5 	 15
HNRNPA1 	 1581 	 2510 	 939 	 1358
NFE2 	 548 	 579 	 1751 	 1670
COPZ1 	 139 	 139 	 113 	 149
MIR148B 	 0 	 0 	 0 	 0
GPR84 	 72 	 7 	 327 	 22
GPR84-AS1 	 10 	 24 	 11 	 5
ZNF385A 	 435 	 350 	 632 	 1143
ITGA5 	 2637 	 2007 	 2831 	 2254
GTSF1 	 1 	 3 	 3 	 12
NCKAP1L 	 3149 	 4911 	 4708 	 5117
PDE1B 	 229 	 177 	 352 	 180
PPP1R1A 	 3 	 1 	 0 	 0
GLYCAM1 	 0 	 0 	 0 	 0
LACRT 	 0 	 0 	 0 	 0
DCD 	 0 	 0 	 0 	 0
MUCL1 	 3 	 0 	 0 	 0
TESPA1 	 402 	 617 	 446 	 669
LOC107984515 	 2 	 2 	 8 	 5
NEUROD4 	 0 	 0 	 0 	 0
LOC101927484 	 1 	 0 	 0 	 0
OR9K2 	 0 	 0 	 0 	 0
OR10A7 	 0 	 0 	 0 	 0
OR6C74 	 0 	 0 	 0 	 0
OR6C6 	 0 	 0 	 0 	 0
OR6C1 	 0 	 0 	 0 	 0
OR6C3 	 0 	 0 	 0 	 0
OR6C75 	 0 	 0 	 0 	 0
OR6C65 	 0 	 0 	 0 	 0
OR6C76 	 0 	 0 	 0 	 0
LOC124902940 	 0 	 0 	 0 	 0
OR6C2 	 0 	 0 	 0 	 0
OR6C70 	 0 	 0 	 0 	 0
OR6C68 	 0 	 0 	 0 	 0
OR6C4 	 0 	 0 	 0 	 0
OR2AP1 	 0 	 0 	 0 	 0
OR10P1 	 0 	 1 	 0 	 0
METTL7B 	 39 	 22 	 57 	 64
ITGA7 	 154 	 59 	 179 	 312
BLOC1S1-RDH5 	 0 	 0 	 0 	 1
BLOC1S1 	 47 	 44 	 59 	 28
RDH5 	 40 	 23 	 60 	 31
CD63 	 322 	 285 	 482 	 455
CD63-AS1 	 111 	 48 	 75 	 136
GDF11 	 511 	 852 	 293 	 684
SARNP 	 78 	 84 	 57 	 68
ORMDL2 	 73 	 57 	 121 	 81
DNAJC14 	 1026 	 1054 	 774 	 846
TMEM198B 	 338 	 375 	 406 	 386
MMP19 	 88 	 36 	 13 	 50
LOC124903120 	 1 	 0 	 0 	 0
PYM1 	 216 	 124 	 222 	 268
LOC124902941 	 15 	 36 	 18 	 41
DGKA 	 771 	 1269 	 1061 	 553
PMEL 	 218 	 55 	 13 	 11
CDK2 	 1212 	 678 	 715 	 609
RAB5B 	 1602 	 1515 	 1893 	 1640
SUOX 	 440 	 207 	 243 	 349
IKZF4 	 346 	 235 	 182 	 260
LOC105369781 	 0 	 0 	 0 	 0
RPS26 	 42 	 42 	 28 	 39
ERBB3 	 1 	 14 	 3 	 3
LOC105369782 	 1 	 1 	 0 	 1
PA2G4 	 944 	 780 	 510 	 744
RPL41 	 89 	 92 	 67 	 64
ZC3H10 	 275 	 113 	 215 	 250
ESYT1 	 1802 	 1385 	 2362 	 2578
LOC124902943 	 20 	 39 	 15 	 16
LOC124902942 	 6 	 1 	 2 	 2
MYL6B 	 264 	 223 	 68 	 142
MYL6 	 529 	 689 	 467 	 442
SMARCC2 	 2537 	 2153 	 1913 	 2180
TRS-CGA4-1 	 0 	 0 	 0 	 0
LOC107984468 	 5 	 0 	 2 	 1
RNF41 	 685 	 812 	 892 	 1097
NABP2 	 367 	 200 	 170 	 195
SLC39A5 	 13 	 1 	 1 	 3
ANKRD52 	 1670 	 998 	 1176 	 1376
COQ10A 	 303 	 283 	 80 	 140
CS 	 1340 	 1390 	 1093 	 1571
CNPY2 	 329 	 233 	 179 	 268
CNPY2-AS1 	 48 	 30 	 20 	 28
PAN2 	 1777 	 1682 	 1358 	 1517
IL23A 	 7 	 10 	 23 	 19
STAT2 	 1760 	 1233 	 3690 	 2504
APOF 	 1 	 2 	 1 	 0
TIMELESS 	 1850 	 908 	 1069 	 1168
MIP 	 0 	 2 	 0 	 1
SPRYD4 	 249 	 233 	 156 	 280
GLS2 	 1 	 0 	 0 	 1
LOC124902944 	 0 	 1 	 0 	 0
SNORA105C 	 0 	 0 	 0 	 0
RBMS2 	 644 	 363 	 399 	 381
BAZ2A 	 2999 	 4754 	 4338 	 4499
ATP5F1B 	 1722 	 1759 	 1554 	 1792
SNORD59B 	 21 	 32 	 12 	 25
SNORD59A 	 17 	 41 	 23 	 31
PTGES3 	 1731 	 1332 	 1003 	 1297
NACA 	 720 	 1327 	 578 	 848
PRIM1 	 256 	 205 	 196 	 191
HSD17B6 	 48 	 19 	 4 	 6
LOC124900330 	 0 	 0 	 0 	 0
SDR9C7 	 0 	 0 	 0 	 0
RDH16 	 16 	 8 	 3 	 8
LOC124902945 	 2 	 3 	 0 	 4
GPR182 	 10 	 10 	 1 	 13
ZBTB39 	 424 	 425 	 309 	 388
TAC3 	 2 	 0 	 0 	 1
MYO1A 	 4 	 2 	 19 	 33
NEMP1 	 1171 	 915 	 935 	 897
NAB2 	 419 	 140 	 122 	 233
STAT6 	 2206 	 2269 	 3395 	 3383
LOC124902946 	 7 	 11 	 31 	 41
LRP1 	 922 	 826 	 6065 	 11640
LRP1-AS 	 13 	 1 	 5 	 4
MIR1228 	 0 	 0 	 0 	 0
NXPH4 	 1 	 0 	 2 	 0
SHMT2 	 714 	 662 	 542 	 687
NDUFA4L2 	 9 	 7 	 3 	 2
STAC3 	 53 	 24 	 175 	 141
R3HDM2 	 1041 	 1190 	 1051 	 1235
INHBC 	 0 	 5 	 4 	 4
INHBE 	 0 	 1 	 0 	 0
LOC124902947 	 6 	 3 	 7 	 5
GLI1 	 16 	 14 	 13 	 5
ARHGAP9 	 1050 	 1498 	 1899 	 1719
MARS1 	 1235 	 1194 	 1082 	 1176
MIR6758 	 6 	 7 	 4 	 4
DDIT3 	 107 	 486 	 197 	 116
MIR616 	 5 	 70 	 35 	 7
MBD6 	 1343 	 1194 	 1464 	 1583
DCTN2 	 461 	 543 	 477 	 476
KIF5A 	 4 	 4 	 1 	 19
PIP4K2C 	 78 	 59 	 562 	 113
DTX3 	 33 	 144 	 76 	 18
ARHGEF25 	 14 	 2 	 0 	 4
LOC101927583 	 0 	 0 	 0 	 0
SLC26A10 	 0 	 1 	 0 	 0
B4GALNT1 	 3 	 1 	 1 	 3
OS9 	 1767 	 1694 	 2240 	 2223
AGAP2 	 360 	 710 	 990 	 750
AGAP2-AS1 	 1 	 2 	 2 	 6
TSPAN31 	 311 	 285 	 242 	 274
CDK4 	 641 	 473 	 348 	 518
MIR6759 	 0 	 0 	 0 	 0
MARCHF9 	 59 	 74 	 91 	 109
CYP27B1 	 23 	 16 	 4 	 14
METTL1 	 174 	 99 	 63 	 119
EEF1AKMT3 	 244 	 124 	 74 	 190
TSFM 	 192 	 111 	 105 	 154
AVIL 	 248 	 168 	 145 	 69
CTDSP2 	 3850 	 3877 	 3231 	 3719
MIR26A2 	 0 	 1 	 2 	 3
LOC105369783 	 6 	 16 	 3 	 4
LOC283387 	 1 	 0 	 0 	 0
LOC124902948 	 1 	 0 	 0 	 0
LOC101927608 	 0 	 0 	 0 	 0
GIHCG 	 17 	 36 	 21 	 27
ATP23 	 0 	 0 	 0 	 0
LOC105369784 	 0 	 0 	 0 	 0
LINC02403 	 0 	 0 	 0 	 0
LOC105369786 	 0 	 0 	 0 	 0
LOC105369787 	 0 	 0 	 0 	 0
LOC105369788 	 0 	 0 	 0 	 0
LOC105369789 	 0 	 0 	 0 	 0
LINC02388 	 0 	 0 	 0 	 0
LOC124902949 	 0 	 0 	 0 	 0
LOC100506869 	 0 	 0 	 0 	 0
LRIG3 	 6 	 36 	 0 	 2
LRIG3-DT 	 0 	 0 	 0 	 0
LINC02448 	 0 	 0 	 0 	 0
SLC16A7 	 354 	 548 	 1095 	 532
LOC100996696 	 18 	 10 	 11 	 21
LOC124903070 	 0 	 0 	 0 	 0
LOC124903071 	 0 	 0 	 0 	 0
LOC105369793 	 0 	 0 	 0 	 0
TAFA2 	 18 	 66 	 225 	 38
LOC124902950 	 2 	 3 	 10 	 2
MIR6125 	 1 	 5 	 14 	 3
USP15 	 1303 	 2133 	 2777 	 2342
MON2 	 810 	 1210 	 1465 	 1455
LINC01465 	 9 	 5 	 2 	 4
MIRLET7I 	 0 	 2 	 0 	 0
MIRLET7IHG 	 110 	 105 	 133 	 102
PPM1H 	 12 	 17 	 287 	 161
LOC124903103 	 0 	 0 	 0 	 0
LOC105369795 	 0 	 0 	 1 	 1
AVPR1A 	 17 	 3 	 0 	 2
LOC124902951 	 0 	 1 	 0 	 0
LOC105369797 	 0 	 0 	 0 	 0
DPY19L2 	 9 	 8 	 3 	 5
RXYLT1 	 106 	 79 	 47 	 104
RXYLT1-AS1 	 0 	 1 	 1 	 0
MIR10527 	 0 	 0 	 0 	 0
SRGAP1 	 9 	 7 	 4 	 6
LOC105369801 	 0 	 0 	 0 	 0
LOC105369798 	 0 	 0 	 0 	 0
KICS2 	 133 	 191 	 170 	 175
LOC124902952 	 0 	 1 	 0 	 1
C12orf56 	 0 	 0 	 0 	 0
LOC124903101 	 0 	 0 	 0 	 0
XPOT 	 874 	 851 	 682 	 1068
TBK1 	 264 	 184 	 558 	 429
RASSF3 	 987 	 988 	 2024 	 1603
LOC105369803 	 0 	 0 	 0 	 0
LOC124903098 	 0 	 0 	 0 	 0
LOC107984521 	 0 	 0 	 0 	 1
RASSF3-DT 	 0 	 1 	 0 	 0
MIR548C 	 0 	 0 	 0 	 0
MIR548Z 	 0 	 0 	 0 	 0
GNS 	 2070 	 820 	 3258 	 3407
TBC1D30 	 150 	 9 	 27 	 27
LOC124903113 	 0 	 0 	 1 	 0
LINC02389 	 0 	 0 	 0 	 0
LINC02231 	 0 	 0 	 0 	 0
LOC107984522 	 0 	 0 	 0 	 0
WIF1 	 19 	 11 	 0 	 0
LOC124902953 	 1 	 7 	 1 	 2
LEMD3 	 1250 	 1577 	 972 	 1176
MSRB3 	 37 	 55 	 1280 	 899
LOC124902954 	 0 	 0 	 3 	 3
MSRB3-AS1 	 0 	 1 	 1 	 1
LOC105369809 	 0 	 0 	 0 	 1
LOC105369187 	 0 	 0 	 0 	 0
LOC105369808 	 0 	 1 	 0 	 0
LINC02454 	 1 	 0 	 0 	 0
LOC105369806 	 0 	 0 	 0 	 0
RPSAP52 	 0 	 0 	 0 	 0
HMGA2 	 33 	 6 	 7 	 2
HMGA2-AS1 	 596 	 34 	 55 	 22
LOC124902955 	 4 	 0 	 1 	 0
MIR6074 	 0 	 0 	 0 	 0
LINC02425 	 0 	 0 	 0 	 0
LLPH 	 303 	 314 	 330 	 323
LLPH-DT 	 0 	 24 	 1 	 2
TMBIM4 	 285 	 338 	 330 	 348
IRAK3 	 3059 	 2035 	 4193 	 3315
MIR6502 	 0 	 0 	 0 	 0
HELB 	 53 	 155 	 283 	 149
LOC124903104 	 8 	 5 	 9 	 6
GRIP1 	 9 	 17 	 13 	 76
LOC105369811 	 1 	 2 	 11 	 6
LOC124902956 	 0 	 1 	 0 	 1
LOC102724421 	 0 	 0 	 0 	 0
CAND1 	 2103 	 1632 	 1402 	 1823
LOC124902957 	 4 	 11 	 6 	 5
LOC105369813 	 0 	 0 	 0 	 0
LOC105369812 	 13 	 13 	 5 	 0
LOC124903072 	 1 	 1 	 0 	 0
LINC02420 	 0 	 0 	 1 	 0
LINC02408 	 1 	 0 	 0 	 0
LINC02442 	 0 	 0 	 0 	 0
DYRK2 	 1383 	 1337 	 1301 	 980
LOC105369816 	 34 	 38 	 53 	 37
LOC124902958 	 14 	 3 	 11 	 9
LINC02421 	 1 	 2 	 3 	 1
LINC01479 	 0 	 1 	 0 	 0
IFNG-AS1 	 7 	 4 	 20 	 18
IFNG 	 3 	 1 	 4 	 1
LOC105369818 	 1 	 0 	 1 	 5
IL26 	 0 	 0 	 0 	 0
IL22 	 0 	 0 	 0 	 0
MDM1 	 509 	 497 	 626 	 604
LOC105369819 	 8 	 2 	 24 	 12
LINC02384 	 4 	 5 	 42 	 11
RAP1B 	 544 	 641 	 540 	 554
SNORA70G 	 0 	 7 	 2 	 2
LOC100507250 	 12 	 19 	 14 	 20
NUP107 	 570 	 653 	 548 	 582
SLC35E3 	 2490 	 3494 	 535 	 473
LOC100130075 	 287 	 23 	 3 	 1
MDM2 	 6846 	 4768 	 3045 	 1673
CPM 	 1642 	 239 	 194 	 170
LOC107984471 	 1 	 0 	 0 	 0
CPSF6 	 2879 	 4972 	 1695 	 2328
MIR1279 	 0 	 0 	 0 	 0
LYZ 	 545 	 1066 	 2409 	 2369
YEATS4 	 267 	 203 	 157 	 203
FRS2 	 347 	 546 	 436 	 450
SNORA113 	 0 	 0 	 0 	 0
MIR3913-1 	 0 	 0 	 0 	 0
MIR3913-2 	 0 	 0 	 0 	 0
CCT2 	 1062 	 1352 	 696 	 1042
LRRC10 	 0 	 1 	 0 	 0
LOC105369823 	 4 	 8 	 0 	 5
BEST3 	 6 	 11 	 1 	 11
LOC101928002 	 3 	 3 	 0 	 1
RAB3IP 	 344 	 136 	 163 	 129
MYRFL 	 6 	 3 	 2 	 1
LOC124902959 	 0 	 2 	 0 	 0
LINC02821 	 1 	 0 	 0 	 0
PRANCR 	 44 	 84 	 33 	 27
CNOT2 	 689 	 945 	 622 	 761
KCNMB4 	 56 	 163 	 28 	 150
LOC105369828 	 2 	 4 	 1 	 5
PTPRB 	 12 	 9 	 1 	 9
PTPRR 	 0 	 1 	 1 	 0
LOC124902960 	 0 	 0 	 0 	 0
LOC124902961 	 0 	 1 	 5 	 0
TSPAN8 	 0 	 0 	 4 	 0
LOC105369831 	 0 	 0 	 2 	 0
LOC105369832 	 0 	 0 	 0 	 0
LOC124902962 	 0 	 0 	 0 	 0
LGR5 	 263 	 89 	 270 	 1
LOC105369833 	 1 	 0 	 0 	 0
LOC124902963 	 0 	 1 	 1 	 0
LOC124902964 	 0 	 2 	 1 	 1
ZFC3H1 	 905 	 1528 	 2046 	 2092
LOC124900332 	 0 	 0 	 1 	 0
THAP2 	 135 	 96 	 81 	 114
LOC124902965 	 2 	 2 	 0 	 0
TMEM19 	 450 	 372 	 342 	 519
LOC107984530 	 0 	 0 	 1 	 1
RAB21 	 839 	 691 	 987 	 825
TBC1D15 	 720 	 949 	 701 	 767
MRS2P2 	 7 	 25 	 3 	 8
TPH2 	 0 	 0 	 0 	 1
TRHDE 	 2 	 4 	 0 	 2
TRHDE-AS1 	 29 	 24 	 0 	 3
LOC105369838 	 0 	 0 	 0 	 0
LINC02444 	 0 	 0 	 0 	 0
LOC105369839 	 0 	 0 	 0 	 0
LOC124902966 	 0 	 0 	 0 	 0
LINC02445 	 0 	 1 	 0 	 0
LOC124900319 	 0 	 0 	 0 	 0
LINC02394 	 0 	 0 	 0 	 0
LINC02882 	 0 	 0 	 0 	 0
LOC107987178 	 0 	 0 	 0 	 0
LOC124902967 	 0 	 0 	 0 	 0
ATXN7L3B 	 2035 	 2322 	 1695 	 1939
LOC101929967 	 0 	 0 	 0 	 0
LOC105369842 	 0 	 0 	 0 	 0
LOC105369843 	 0 	 0 	 0 	 0
KCNC2 	 0 	 0 	 0 	 0
LOC100130268 	 0 	 0 	 0 	 0
CAPS2-AS1 	 0 	 0 	 0 	 1
CAPS2 	 19 	 82 	 14 	 92
GLIPR1L1 	 1 	 8 	 1 	 4
LOC124902968 	 10 	 38 	 10 	 29
GLIPR1L2 	 4 	 3 	 1 	 5
GLIPR1 	 311 	 561 	 1515 	 1704
GLIPR1-AS1 	 13 	 36 	 47 	 39
KRR1 	 570 	 856 	 514 	 579
LOC105369844 	 0 	 0 	 2 	 0
LOC107984533 	 0 	 0 	 0 	 0
LOC105369846 	 0 	 0 	 0 	 0
LOC124902969 	 0 	 0 	 0 	 0
LOC105369847 	 0 	 0 	 1 	 0
PHLDA1 	 27 	 13 	 55 	 19
NAP1L1 	 1944 	 2382 	 1191 	 1691
LOC124902970 	 0 	 0 	 1 	 0
LNCOG 	 0 	 0 	 0 	 0
BBS10 	 235 	 225 	 283 	 251
OSBPL8 	 903 	 1236 	 2608 	 2131
LOC105369850 	 7 	 0 	 5 	 3
LOC105369851 	 2 	 0 	 3 	 0
ZDHHC17 	 1656 	 1083 	 1155 	 1045
CSRP2 	 594 	 147 	 59 	 23
LOC124902971 	 2 	 9 	 0 	 0
E2F7 	 759 	 378 	 459 	 190
LOC105369853 	 0 	 0 	 0 	 0
LOC124903107 	 0 	 1 	 0 	 0
LINC02464 	 0 	 0 	 0 	 0
LOC105369855 	 0 	 0 	 0 	 0
LOC124902972 	 0 	 0 	 0 	 0
NAV3 	 3 	 5 	 11 	 5
LINC02424 	 0 	 0 	 0 	 0
LOC105369859 	 0 	 0 	 0 	 0
SYT1 	 641 	 550 	 38 	 0
LOC105369863 	 19 	 23 	 4 	 0
LOC124902973 	 16 	 11 	 0 	 0
MIR1252 	 0 	 0 	 0 	 0
PAWR 	 933 	 1066 	 518 	 19
PPP1R12A-AS2 	 1 	 7 	 0 	 1
PPP1R12A 	 1321 	 1304 	 1955 	 1571
LOC124902974 	 0 	 8 	 9 	 2
PPP1R12A-AS1 	 30 	 50 	 15 	 15
OTOGL 	 15 	 3 	 0 	 0
PTPRQ 	 0 	 1 	 0 	 0
LOC124902975 	 0 	 0 	 0 	 0
LOC105369867 	 0 	 1 	 0 	 0
MYF6 	 0 	 0 	 0 	 1
MYF5 	 0 	 0 	 0 	 0
LINC01490 	 0 	 0 	 0 	 0
LIN7A 	 31 	 44 	 192 	 116
MIR617 	 0 	 0 	 0 	 3
MIR618 	 0 	 0 	 0 	 0
ACSS3 	 9 	 5 	 0 	 5
LOC107984535 	 0 	 0 	 0 	 0
MIR4699 	 0 	 0 	 0 	 0
PPFIA2 	 2 	 3 	 0 	 1
PPFIA2-AS1 	 0 	 1 	 0 	 0
LOC105369872 	 0 	 0 	 0 	 0
LINC02426 	 0 	 1 	 0 	 0
LOC105369873 	 0 	 0 	 0 	 0
CCDC59 	 158 	 235 	 132 	 157
METTL25 	 50 	 87 	 77 	 100
LOC107987180 	 0 	 0 	 0 	 0
LOC107984487 	 0 	 0 	 0 	 0
TMTC2 	 61 	 35 	 18 	 201
LOC105369874 	 0 	 0 	 0 	 0
LOC107984536 	 0 	 0 	 0 	 0
LOC124902976 	 0 	 0 	 0 	 0
LOC124903066 	 0 	 0 	 0 	 0
LOC105369875 	 0 	 0 	 0 	 0
SLC6A15 	 0 	 1 	 0 	 2
LOC102724680 	 0 	 0 	 0 	 0
TSPAN19 	 0 	 0 	 0 	 0
LRRIQ1 	 0 	 1 	 0 	 0
ALX1 	 1 	 0 	 0 	 0
LINC02820 	 0 	 1 	 0 	 0
LOC107984537 	 0 	 0 	 1 	 25
LOC124903073 	 0 	 0 	 0 	 0
RASSF9 	 2 	 1 	 0 	 0
NTS 	 0 	 1 	 0 	 0
MGAT4C 	 0 	 0 	 0 	 0
LOC105369877 	 0 	 0 	 0 	 0
MIR3059 	 0 	 0 	 0 	 0
LOC105369878 	 0 	 0 	 0 	 0
LOC105369879 	 0 	 0 	 0 	 0
LOC107984478 	 0 	 0 	 0 	 0
LOC105369880 	 0 	 0 	 0 	 0
LOC105369881 	 0 	 0 	 0 	 0
LINC02258 	 0 	 0 	 0 	 0
MKRN9P 	 62 	 50 	 61 	 78
C12orf50 	 0 	 0 	 0 	 0
LOC107984542 	 0 	 0 	 1 	 0
C12orf29 	 184 	 131 	 111 	 127
CEP290 	 221 	 537 	 273 	 289
LOC124902977 	 23 	 36 	 20 	 21
TMTC3 	 124 	 213 	 140 	 152
LOC124902978 	 0 	 0 	 0 	 49
KITLG 	 30 	 34 	 54 	 14
LOC124902979 	 0 	 0 	 1 	 0
LOC105369885 	 0 	 1 	 0 	 0
LOC105369886 	 0 	 0 	 0 	 0
LOC105369887 	 0 	 0 	 0 	 0
LINC02458 	 0 	 2 	 121 	 5
LOC105378255 	 0 	 0 	 0 	 1
DUSP6 	 3156 	 1198 	 3377 	 3212
LOC124902980 	 1 	 4 	 2 	 2
LOC124902981 	 2 	 4 	 0 	 3
POC1B 	 284 	 565 	 476 	 376
POC1B-GALNT4 	 0 	 5 	 6 	 3
GALNT4 	 2 	 14 	 92 	 31
POC1B-AS1 	 11 	 35 	 33 	 21
ATP2B1 	 1046 	 305 	 1935 	 1739
ATP2B1-AS1 	 79 	 47 	 204 	 128
LOC107984543 	 3 	 0 	 1 	 3
LOC105369890 	 0 	 3 	 6 	 3
