# Program:featureCounts v2.0.1; Command:"featureCounts" "-Q" "10" "-t" "exon" "-g" "gene_id" "-T" "32" "-a" "data/GCF_000001405.40_GRCh38.p14_genomic.gtf" "-o" "8.features/features_count.txt" "7.samtools/SRR14689338_mixed.bam" "7.samtools/SRR14689339_mixed.bam" "7.samtools/SRR14689340_lymphoblastic.bam"  	  	  	  	  	  	 
Geneid 	 7.samtools/SRR14689338_mixed.bam 	 7.samtools/SRR14689339_mixed.bam 	 7.samtools/SRR14689340_lymphoblastic.bam 	  	  	 
KRT79 	 1 	 0 	 0 	  	  	 
KRT78 	 0 	 0 	 0 	  	  	 
KRT8 	 105 	 192 	 10 	  	  	 
MIR9898 	 0 	 0 	 0 	  	  	 
KRT18 	 206 	 239 	 16 	  	  	 
EIF4B 	 2278 	 2346 	 2099 	  	  	 
TNS2-AS1 	 6 	 29 	 76 	  	  	 
TNS2 	 81 	 676 	 2284 	  	  	 
MIR6757 	 0 	 0 	 2 	  	  	 
SPRYD3 	 422 	 494 	 331 	  	  	 
IGFBP6 	 7 	 4 	 11 	  	  	 
SOAT2 	 9 	 6 	 8 	  	  	 
LOC124902936 	 0 	 1 	 0 	  	  	 
CSAD 	 244 	 389 	 352 	  	  	 
ZNF740 	 881 	 878 	 1090 	  	  	 
ITGB7 	 408 	 493 	 147 	  	  	 
RARG 	 153 	 162 	 342 	  	  	 
LOC122455340 	 0 	 0 	 0 	  	  	 
MFSD5 	 238 	 265 	 357 	  	  	 
ESPL1 	 104 	 83 	 113 	  	  	 
PFDN5 	 0 	 0 	 0 	  	  	 
MYG1 	 1 	 0 	 0 	  	  	 
AAAS 	 0 	 0 	 0 	  	  	 
SP7 	 0 	 0 	 0 	  	  	 
SP1 	 2957 	 2339 	 2740 	  	  	 
AMHR2 	 1 	 1 	 0 	  	  	 
PRR13 	 561 	 496 	 445 	  	  	 
PCBP2 	 650 	 687 	 758 	  	  	 
PCBP2-OT1 	 8 	 24 	 5 	  	  	 
MAP3K12 	 494 	 441 	 321 	  	  	 
TARBP2 	 226 	 270 	 315 	  	  	 
ATF7-NPFF 	 0 	 1 	 3 	  	  	 
NPFF 	 19 	 17 	 19 	  	  	 
ATF7 	 834 	 624 	 858 	  	  	 
LOC100652999 	 1 	 1 	 2 	  	  	 
LOC124902937 	 0 	 2 	 1 	  	  	 
LOC124902938 	 0 	 0 	 0 	  	  	 
ATP5MC2 	 468 	 438 	 442 	  	  	 
CALCOCO1 	 1537 	 1837 	 1674 	  	  	 
LOC105369774 	 0 	 0 	 0 	  	  	 
CISTR 	 0 	 0 	 0 	  	  	 
LOC105378250 	 0 	 0 	 0 	  	  	 
LOC107984525 	 0 	 0 	 0 	  	  	 
HOXC13-AS 	 0 	 0 	 0 	  	  	 
HOXC13 	 0 	 0 	 0 	  	  	 
LOC105369775 	 0 	 0 	 0 	  	  	 
HOXC12 	 0 	 0 	 1 	  	  	 
HOTAIR 	 0 	 0 	 0 	  	  	 
HOXC11 	 0 	 0 	 2 	  	  	 
HOXC-AS3 	 0 	 0 	 0 	  	  	 
HOXC10 	 1 	 0 	 3 	  	  	 
MIR196A2 	 0 	 0 	 0 	  	  	 
HOXC-AS2 	 0 	 0 	 0 	  	  	 
HOXC-AS1 	 0 	 0 	 0 	  	  	 
HOXC9 	 0 	 0 	 2 	  	  	 
HOXC8 	 1 	 0 	 3 	  	  	 
LOC124902939 	 0 	 0 	 0 	  	  	 
HOXC4 	 1 	 10 	 3 	  	  	 
HOXC5 	 0 	 2 	 0 	  	  	 
HOXC6 	 0 	 1 	 1 	  	  	 
MIR615 	 0 	 0 	 0 	  	  	 
FLJ12825 	 3 	 4 	 1 	  	  	 
LOC100240735 	 17 	 11 	 34 	  	  	 
LOC100240734 	 0 	 0 	 0 	  	  	 
FAM242C 	 1 	 1 	 0 	  	  	 
LINC02381 	 4 	 2 	 10 	  	  	 
SMUG1-AS1 	 8 	 10 	 6 	  	  	 
SMUG1 	 175 	 176 	 193 	  	  	 
LOC102724030 	 0 	 0 	 0 	  	  	 
LOC105369777 	 0 	 0 	 0 	  	  	 
CBX5 	 2872 	 2441 	 4887 	  	  	 
MIR3198-2 	 0 	 0 	 0 	  	  	 
SCAT2 	 8 	 5 	 11 	  	  	 
HNRNPA1 	 1444 	 2215 	 1581 	  	  	 
NFE2 	 852 	 732 	 548 	  	  	 
COPZ1 	 150 	 137 	 139 	  	  	 
MIR148B 	 0 	 0 	 0 	  	  	 
GPR84 	 229 	 44 	 72 	  	  	 
GPR84-AS1 	 15 	 15 	 10 	  	  	 
ZNF385A 	 811 	 189 	 435 	  	  	 
ITGA5 	 2251 	 2271 	 2637 	  	  	 
GTSF1 	 3 	 5 	 1 	  	  	 
NCKAP1L 	 4987 	 2962 	 3149 	  	  	 
PDE1B 	 301 	 223 	 229 	  	  	 
PPP1R1A 	 0 	 0 	 3 	  	  	 
GLYCAM1 	 0 	 0 	 0 	  	  	 
LACRT 	 0 	 0 	 0 	  	  	 
DCD 	 0 	 0 	 0 	  	  	 
MUCL1 	 0 	 0 	 3 	  	  	 
TESPA1 	 684 	 413 	 402 	  	  	 
LOC107984515 	 4 	 0 	 2 	  	  	 
NEUROD4 	 0 	 0 	 0 	  	  	 
LOC101927484 	 0 	 0 	 1 	  	  	 
OR9K2 	 0 	 0 	 0 	  	  	 
OR10A7 	 0 	 0 	 0 	  	  	 
OR6C74 	 0 	 0 	 0 	  	  	 
OR6C6 	 0 	 0 	 0 	  	  	 
OR6C1 	 0 	 0 	 0 	  	  	 
OR6C3 	 0 	 0 	 0 	  	  	 
OR6C75 	 0 	 0 	 0 	  	  	 
OR6C65 	 0 	 0 	 0 	  	  	 
OR6C76 	 0 	 0 	 0 	  	  	 
LOC124902940 	 0 	 0 	 0 	  	  	 
OR6C2 	 0 	 0 	 0 	  	  	 
OR6C70 	 0 	 0 	 0 	  	  	 
OR6C68 	 0 	 0 	 0 	  	  	 
OR6C4 	 1 	 0 	 0 	  	  	 
OR2AP1 	 0 	 0 	 0 	  	  	 
OR10P1 	 2 	 0 	 0 	  	  	 
METTL7B 	 94 	 30 	 39 	  	  	 
ITGA7 	 83 	 30 	 154 	  	  	 
BLOC1S1-RDH5 	 0 	 2 	 0 	  	  	 
BLOC1S1 	 40 	 32 	 47 	  	  	 
RDH5 	 15 	 41 	 40 	  	  	 
CD63 	 505 	 466 	 322 	  	  	 
CD63-AS1 	 56 	 74 	 111 	  	  	 
GDF11 	 777 	 417 	 511 	  	  	 
SARNP 	 90 	 63 	 78 	  	  	 
ORMDL2 	 93 	 76 	 73 	  	  	 
DNAJC14 	 991 	 890 	 1026 	  	  	 
TMEM198B 	 347 	 558 	 338 	  	  	 
MMP19 	 37 	 3 	 88 	  	  	 
LOC124903120 	 0 	 0 	 1 	  	  	 
PYM1 	 240 	 195 	 216 	  	  	 
LOC124902941 	 50 	 36 	 15 	  	  	 
DGKA 	 1395 	 1190 	 771 	  	  	 
PMEL 	 37 	 27 	 218 	  	  	 
CDK2 	 787 	 516 	 1212 	  	  	 
RAB5B 	 2033 	 1661 	 1602 	  	  	 
SUOX 	 393 	 317 	 440 	  	  	 
IKZF4 	 264 	 316 	 346 	  	  	 
LOC105369781 	 0 	 0 	 0 	  	  	 
RPS26 	 41 	 63 	 42 	  	  	 
ERBB3 	 0 	 8 	 1 	  	  	 
LOC105369782 	 2 	 2 	 1 	  	  	 
PA2G4 	 789 	 934 	 944 	  	  	 
RPL41 	 87 	 84 	 89 	  	  	 
ZC3H10 	 149 	 142 	 275 	  	  	 
ESYT1 	 1988 	 2127 	 1802 	  	  	 
LOC124902943 	 24 	 28 	 20 	  	  	 
LOC124902942 	 1 	 1 	 6 	  	  	 
MYL6B 	 197 	 154 	 264 	  	  	 
MYL6 	 525 	 566 	 529 	  	  	 
SMARCC2 	 1938 	 2038 	 2537 	  	  	 
TRS-CGA4-1 	 0 	 0 	 0 	  	  	 
LOC107984468 	 1 	 0 	 5 	  	  	 
RNF41 	 1024 	 763 	 685 	  	  	 
NABP2 	 303 	 204 	 367 	  	  	 
SLC39A5 	 5 	 8 	 13 	  	  	 
ANKRD52 	 1100 	 1740 	 1670 	  	  	 
COQ10A 	 152 	 178 	 303 	  	  	 
CS 	 1453 	 1493 	 1340 	  	  	 
CNPY2 	 295 	 282 	 329 	  	  	 
CNPY2-AS1 	 21 	 55 	 48 	  	  	 
PAN2 	 975 	 1786 	 1777 	  	  	 
IL23A 	 15 	 27 	 7 	  	  	 
STAT2 	 1739 	 1494 	 1760 	  	  	 
APOF 	 0 	 0 	 1 	  	  	 
TIMELESS 	 846 	 691 	 1850 	  	  	 
MIP 	 1 	 0 	 0 	  	  	 
SPRYD4 	 340 	 226 	 249 	  	  	 
GLS2 	 2 	 3 	 1 	  	  	 
LOC124902944 	 0 	 0 	 0 	  	  	 
SNORA105C 	 0 	 0 	 0 	  	  	 
RBMS2 	 580 	 498 	 644 	  	  	 
BAZ2A 	 3960 	 3910 	 2999 	  	  	 
ATP5F1B 	 1672 	 1737 	 1722 	  	  	 
SNORD59B 	 28 	 45 	 21 	  	  	 
SNORD59A 	 30 	 47 	 17 	  	  	 
PTGES3 	 1335 	 1316 	 1731 	  	  	 
NACA 	 825 	 1261 	 720 	  	  	 
PRIM1 	 171 	 125 	 256 	  	  	 
HSD17B6 	 21 	 7 	 48 	  	  	 
LOC124900330 	 0 	 0 	 0 	  	  	 
SDR9C7 	 0 	 0 	 0 	  	  	 
RDH16 	 7 	 16 	 16 	  	  	 
LOC124902945 	 2 	 8 	 2 	  	  	 
GPR182 	 23 	 2 	 10 	  	  	 
ZBTB39 	 440 	 536 	 424 	  	  	 
TAC3 	 1 	 0 	 2 	  	  	 
MYO1A 	 5 	 4 	 4 	  	  	 
NEMP1 	 488 	 699 	 1171 	  	  	 
NAB2 	 158 	 266 	 419 	  	  	 
STAT6 	 2730 	 2925 	 2206 	  	  	 
LOC124902946 	 23 	 23 	 7 	  	  	 
LRP1 	 4765 	 871 	 922 	  	  	 
LRP1-AS 	 2 	 1 	 13 	  	  	 
MIR1228 	 0 	 0 	 0 	  	  	 
NXPH4 	 0 	 13 	 1 	  	  	 
SHMT2 	 577 	 626 	 714 	  	  	 
NDUFA4L2 	 0 	 1 	 9 	  	  	 
STAC3 	 112 	 50 	 53 	  	  	 
R3HDM2 	 1052 	 1565 	 1041 	  	  	 
INHBC 	 5 	 13 	 0 	  	  	 
INHBE 	 2 	 1 	 0 	  	  	 
LOC124902947 	 13 	 5 	 6 	  	  	 
GLI1 	 18 	 29 	 16 	  	  	 
ARHGAP9 	 1413 	 1492 	 1050 	  	  	 
MARS1 	 987 	 993 	 1235 	  	  	 
MIR6758 	 3 	 2 	 6 	  	  	 
DDIT3 	 136 	 120 	 107 	  	  	 
MIR616 	 4 	 20 	 5 	  	  	 
MBD6 	 1120 	 1286 	 1343 	  	  	 
DCTN2 	 488 	 485 	 461 	  	  	 
KIF5A 	 2 	 10 	 4 	  	  	 
PIP4K2C 	 212 	 195 	 78 	  	  	 
DTX3 	 24 	 179 	 33 	  	  	 
ARHGEF25 	 8 	 6 	 14 	  	  	 
LOC101927583 	 0 	 0 	 0 	  	  	 
SLC26A10 	 0 	 0 	 0 	  	  	 
B4GALNT1 	 1 	 0 	 3 	  	  	 
OS9 	 1767 	 1715 	 1767 	  	  	 
AGAP2 	 989 	 673 	 360 	  	  	 
AGAP2-AS1 	 5 	 3 	 1 	  	  	 
TSPAN31 	 255 	 295 	 311 	  	  	 
CDK4 	 480 	 496 	 641 	  	  	 
MIR6759 	 0 	 0 	 0 	  	  	 
MARCHF9 	 56 	 134 	 59 	  	  	 
CYP27B1 	 16 	 43 	 23 	  	  	 
METTL1 	 116 	 214 	 174 	  	  	 
EEF1AKMT3 	 119 	 230 	 244 	  	  	 
TSFM 	 124 	 154 	 192 	  	  	 
AVIL 	 64 	 135 	 248 	  	  	 
CTDSP2 	 3305 	 4244 	 3850 	  	  	 
MIR26A2 	 1 	 2 	 0 	  	  	 
LOC105369783 	 11 	 5 	 6 	  	  	 
LOC283387 	 0 	 0 	 1 	  	  	 
LOC124902948 	 0 	 0 	 1 	  	  	 
LOC101927608 	 0 	 0 	 0 	  	  	 
GIHCG 	 27 	 11 	 17 	  	  	 
ATP23 	 0 	 0 	 0 	  	  	 
LOC105369784 	 0 	 0 	 0 	  	  	 
LINC02403 	 0 	 0 	 0 	  	  	 
LOC105369786 	 0 	 0 	 0 	  	  	 
LOC105369787 	 0 	 0 	 0 	  	  	 
LOC105369788 	 0 	 0 	 0 	  	  	 
LOC105369789 	 0 	 0 	 0 	  	  	 
LINC02388 	 0 	 0 	 0 	  	  	 
LOC124902949 	 0 	 0 	 0 	  	  	 
LOC100506869 	 0 	 0 	 0 	  	  	 
LRIG3 	 0 	 1 	 6 	  	  	 
LRIG3-DT 	 0 	 0 	 0 	  	  	 
LINC02448 	 0 	 0 	 0 	  	  	 
SLC16A7 	 200 	 384 	 354 	  	  	 
LOC100996696 	 13 	 18 	 18 	  	  	 
LOC124903070 	 0 	 0 	 0 	  	  	 
LOC124903071 	 0 	 0 	 0 	  	  	 
LOC105369793 	 0 	 1 	 0 	  	  	 
TAFA2 	 96 	 58 	 18 	  	  	 
LOC124902950 	 2 	 7 	 2 	  	  	 
MIR6125 	 3 	 1 	 1 	  	  	 
USP15 	 2159 	 1864 	 1303 	  	  	 
MON2 	 1155 	 929 	 810 	  	  	 
LINC01465 	 2 	 7 	 9 	  	  	 
MIRLET7I 	 0 	 0 	 0 	  	  	 
MIRLET7IHG 	 102 	 167 	 110 	  	  	 
PPM1H 	 275 	 33 	 12 	  	  	 
LOC124903103 	 1 	 0 	 0 	  	  	 
LOC105369795 	 0 	 1 	 0 	  	  	 
AVPR1A 	 0 	 0 	 17 	  	  	 
LOC124902951 	 0 	 0 	 0 	  	  	 
LOC105369797 	 0 	 0 	 0 	  	  	 
DPY19L2 	 3 	 4 	 9 	  	  	 
RXYLT1 	 108 	 190 	 106 	  	  	 
RXYLT1-AS1 	 5 	 2 	 0 	  	  	 
MIR10527 	 0 	 0 	 0 	  	  	 
SRGAP1 	 13 	 18 	 9 	  	  	 
LOC105369801 	 0 	 0 	 0 	  	  	 
LOC105369798 	 0 	 0 	 0 	  	  	 
KICS2 	 162 	 368 	 133 	  	  	 
LOC124902952 	 0 	 0 	 0 	  	  	 
C12orf56 	 1 	 1 	 0 	  	  	 
LOC124903101 	 0 	 0 	 0 	  	  	 
XPOT 	 965 	 1050 	 874 	  	  	 
TBK1 	 324 	 308 	 264 	  	  	 
RASSF3 	 1420 	 1253 	 987 	  	  	 
LOC105369803 	 0 	 0 	 0 	  	  	 
LOC124903098 	 0 	 0 	 0 	  	  	 
LOC107984521 	 0 	 0 	 0 	  	  	 
RASSF3-DT 	 0 	 2 	 0 	  	  	 
MIR548C 	 0 	 0 	 0 	  	  	 
MIR548Z 	 0 	 0 	 0 	  	  	 
GNS 	 2251 	 1452 	 2070 	  	  	 
TBC1D30 	 18 	 18 	 150 	  	  	 
LOC124903113 	 0 	 0 	 0 	  	  	 
LINC02389 	 0 	 0 	 0 	  	  	 
LINC02231 	 0 	 0 	 0 	  	  	 
LOC107984522 	 0 	 0 	 0 	  	  	 
WIF1 	 9 	 2 	 19 	  	  	 
LOC124902953 	 2 	 2 	 1 	  	  	 
LEMD3 	 1260 	 1064 	 1250 	  	  	 
MSRB3 	 899 	 100 	 37 	  	  	 
LOC124902954 	 1 	 0 	 0 	  	  	 
MSRB3-AS1 	 0 	 0 	 0 	  	  	 
LOC105369809 	 1 	 0 	 0 	  	  	 
LOC105369187 	 0 	 0 	 0 	  	  	 
LOC105369808 	 0 	 0 	 0 	  	  	 
LINC02454 	 0 	 1 	 1 	  	  	 
LOC105369806 	 0 	 0 	 0 	  	  	 
RPSAP52 	 0 	 0 	 0 	  	  	 
HMGA2 	 4 	 1 	 33 	  	  	 
HMGA2-AS1 	 3 	 20 	 596 	  	  	 
LOC124902955 	 2 	 0 	 4 	  	  	 
MIR6074 	 0 	 0 	 0 	  	  	 
LINC02425 	 0 	 0 	 0 	  	  	 
LLPH 	 360 	 380 	 303 	  	  	 
LLPH-DT 	 17 	 1 	 0 	  	  	 
TMBIM4 	 393 	 408 	 285 	  	  	 
IRAK3 	 3555 	 1705 	 3059 	  	  	 
MIR6502 	 0 	 0 	 0 	  	  	 
HELB 	 110 	 83 	 53 	  	  	 
LOC124903104 	 3 	 5 	 8 	  	  	 
GRIP1 	 15 	 16 	 9 	  	  	 
LOC105369811 	 5 	 2 	 1 	  	  	 
LOC124902956 	 0 	 0 	 0 	  	  	 
LOC102724421 	 0 	 0 	 0 	  	  	 
CAND1 	 1667 	 1548 	 2103 	  	  	 
LOC124902957 	 7 	 8 	 4 	  	  	 
LOC105369813 	 0 	 0 	 0 	  	  	 
LOC105369812 	 20 	 1 	 13 	  	  	 
LOC124903072 	 0 	 0 	 1 	  	  	 
LINC02420 	 0 	 0 	 0 	  	  	 
LINC02408 	 4 	 1 	 1 	  	  	 
LINC02442 	 0 	 0 	 0 	  	  	 
DYRK2 	 1765 	 1729 	 1383 	  	  	 
LOC105369816 	 34 	 46 	 34 	  	  	 
LOC124902958 	 12 	 30 	 14 	  	  	 
LINC02421 	 0 	 5 	 1 	  	  	 
LINC01479 	 0 	 0 	 0 	  	  	 
IFNG-AS1 	 78 	 12 	 7 	  	  	 
IFNG 	 1 	 4 	 3 	  	  	 
LOC105369818 	 4 	 7 	 1 	  	  	 
IL26 	 1 	 1 	 0 	  	  	 
IL22 	 0 	 1 	 0 	  	  	 
MDM1 	 473 	 284 	 509 	  	  	 
LOC105369819 	 6 	 5 	 8 	  	  	 
LINC02384 	 4 	 11 	 4 	  	  	 
RAP1B 	 590 	 536 	 544 	  	  	 
SNORA70G 	 0 	 0 	 0 	  	  	 
LOC100507250 	 14 	 14 	 12 	  	  	 
NUP107 	 539 	 536 	 570 	  	  	 
SLC35E3 	 569 	 1488 	 2490 	  	  	 
LOC100130075 	 2 	 16 	 287 	  	  	 
MDM2 	 870 	 4996 	 6846 	  	  	 
CPM 	 202 	 345 	 1642 	  	  	 
LOC107984471 	 0 	 0 	 1 	  	  	 
CPSF6 	 2341 	 2828 	 2879 	  	  	 
MIR1279 	 0 	 0 	 0 	  	  	 
LYZ 	 2379 	 1426 	 545 	  	  	 
YEATS4 	 220 	 150 	 267 	  	  	 
FRS2 	 370 	 471 	 347 	  	  	 
SNORA113 	 0 	 0 	 0 	  	  	 
MIR3913-1 	 0 	 0 	 0 	  	  	 
MIR3913-2 	 0 	 0 	 0 	  	  	 
CCT2 	 1188 	 1170 	 1062 	  	  	 
LRRC10 	 0 	 0 	 0 	  	  	 
LOC105369823 	 2 	 2 	 4 	  	  	 
BEST3 	 1 	 2 	 6 	  	  	 
LOC101928002 	 0 	 0 	 3 	  	  	 
RAB3IP 	 291 	 112 	 344 	  	  	 
MYRFL 	 2 	 0 	 6 	  	  	 
LOC124902959 	 0 	 2 	 0 	  	  	 
LINC02821 	 0 	 2 	 1 	  	  	 
PRANCR 	 61 	 45 	 44 	  	  	 
CNOT2 	 677 	 658 	 689 	  	  	 
KCNMB4 	 61 	 22 	 56 	  	  	 
LOC105369828 	 3 	 6 	 2 	  	  	 
PTPRB 	 14 	 1 	 12 	  	  	 
PTPRR 	 1 	 0 	 0 	  	  	 
LOC124902960 	 0 	 0 	 0 	  	  	 
LOC124902961 	 0 	 0 	 0 	  	  	 
TSPAN8 	 0 	 0 	 0 	  	  	 
LOC105369831 	 0 	 0 	 0 	  	  	 
LOC105369832 	 0 	 0 	 0 	  	  	 
LOC124902962 	 0 	 0 	 0 	  	  	 
LGR5 	 60 	 0 	 263 	  	  	 
LOC105369833 	 1 	 0 	 1 	  	  	 
LOC124902963 	 0 	 0 	 0 	  	  	 
LOC124902964 	 1 	 0 	 0 	  	  	 
ZFC3H1 	 1557 	 1243 	 905 	  	  	 
LOC124900332 	 0 	 0 	 0 	  	  	 
THAP2 	 79 	 76 	 135 	  	  	 
LOC124902965 	 0 	 0 	 2 	  	  	 
TMEM19 	 357 	 298 	 450 	  	  	 
LOC107984530 	 0 	 1 	 0 	  	  	 
RAB21 	 736 	 918 	 839 	  	  	 
TBC1D15 	 603 	 552 	 720 	  	  	 
MRS2P2 	 3 	 5 	 7 	  	  	 
TPH2 	 0 	 0 	 0 	  	  	 
TRHDE 	 1 	 3 	 2 	  	  	 
TRHDE-AS1 	 5 	 4 	 29 	  	  	 
LOC105369838 	 0 	 0 	 0 	  	  	 
LINC02444 	 0 	 0 	 0 	  	  	 
LOC105369839 	 0 	 0 	 0 	  	  	 
LOC124902966 	 0 	 0 	 0 	  	  	 
LINC02445 	 0 	 0 	 0 	  	  	 
LOC124900319 	 0 	 0 	 0 	  	  	 
LINC02394 	 0 	 0 	 0 	  	  	 
LINC02882 	 0 	 0 	 0 	  	  	 
LOC107987178 	 0 	 0 	 0 	  	  	 
LOC124902967 	 0 	 0 	 0 	  	  	 
ATXN7L3B 	 2233 	 2426 	 2035 	  	  	 
LOC101929967 	 0 	 0 	 0 	  	  	 
LOC105369842 	 0 	 0 	 0 	  	  	 
LOC105369843 	 0 	 0 	 0 	  	  	 
KCNC2 	 0 	 0 	 0 	  	  	 
LOC100130268 	 0 	 0 	 0 	  	  	 
CAPS2-AS1 	 0 	 0 	 0 	  	  	 
CAPS2 	 56 	 33 	 19 	  	  	 
GLIPR1L1 	 3 	 2 	 1 	  	  	 
LOC124902968 	 31 	 25 	 10 	  	  	 
GLIPR1L2 	 3 	 2 	 4 	  	  	 
GLIPR1 	 1186 	 896 	 311 	  	  	 
GLIPR1-AS1 	 38 	 49 	 13 	  	  	 
KRR1 	 720 	 643 	 570 	  	  	 
LOC105369844 	 0 	 1 	 0 	  	  	 
LOC107984533 	 0 	 0 	 0 	  	  	 
LOC105369846 	 0 	 0 	 0 	  	  	 
LOC124902969 	 0 	 0 	 0 	  	  	 
LOC105369847 	 0 	 0 	 0 	  	  	 
PHLDA1 	 40 	 42 	 27 	  	  	 
NAP1L1 	 1819 	 1915 	 1944 	  	  	 
LOC124902970 	 0 	 0 	 0 	  	  	 
LNCOG 	 0 	 0 	 0 	  	  	 
BBS10 	 197 	 161 	 235 	  	  	 
OSBPL8 	 1543 	 1420 	 903 	  	  	 
LOC105369850 	 4 	 4 	 7 	  	  	 
LOC105369851 	 6 	 1 	 2 	  	  	 
ZDHHC17 	 932 	 1377 	 1656 	  	  	 
CSRP2 	 206 	 279 	 594 	  	  	 
LOC124902971 	 1 	 1 	 2 	  	  	 
E2F7 	 218 	 187 	 759 	  	  	 
LOC105369853 	 0 	 0 	 0 	  	  	 
LOC124903107 	 0 	 0 	 0 	  	  	 
LINC02464 	 0 	 0 	 0 	  	  	 
LOC105369855 	 0 	 0 	 0 	  	  	 
LOC124902972 	 0 	 0 	 0 	  	  	 
NAV3 	 14 	 1 	 3 	  	  	 
LINC02424 	 0 	 0 	 0 	  	  	 
LOC105369859 	 0 	 0 	 0 	  	  	 
SYT1 	 1 	 857 	 641 	  	  	 
LOC105369863 	 0 	 14 	 19 	  	  	 
LOC124902973 	 0 	 9 	 16 	  	  	 
MIR1252 	 0 	 0 	 0 	  	  	 
PAWR 	 770 	 950 	 933 	  	  	 
PPP1R12A-AS2 	 0 	 0 	 1 	  	  	 
PPP1R12A 	 1204 	 1189 	 1321 	  	  	 
LOC124902974 	 2 	 6 	 0 	  	  	 
PPP1R12A-AS1 	 23 	 12 	 30 	  	  	 
OTOGL 	 0 	 21 	 15 	  	  	 
PTPRQ 	 0 	 1 	 0 	  	  	 
LOC124902975 	 0 	 0 	 0 	  	  	 
LOC105369867 	 0 	 0 	 0 	  	  	 
MYF6 	 0 	 112 	 0 	  	  	 
MYF5 	 0 	 3 	 0 	  	  	 
LINC01490 	 0 	 0 	 0 	  	  	 
LIN7A 	 164 	 167 	 31 	  	  	 
MIR617 	 0 	 0 	 0 	  	  	 
MIR618 	 0 	 0 	 0 	  	  	 
ACSS3 	 5 	 0 	 9 	  	  	 
LOC107984535 	 0 	 0 	 0 	  	  	 
MIR4699 	 0 	 0 	 0 	  	  	 
PPFIA2 	 2 	 0 	 2 	  	  	 
PPFIA2-AS1 	 0 	 0 	 0 	  	  	 
LOC105369872 	 0 	 0 	 0 	  	  	 
LINC02426 	 0 	 0 	 0 	  	  	 
LOC105369873 	 0 	 0 	 0 	  	  	 
CCDC59 	 174 	 254 	 158 	  	  	 
METTL25 	 79 	 51 	 50 	  	  	 
LOC107987180 	 2 	 0 	 0 	  	  	 
LOC107984487 	 0 	 0 	 0 	  	  	 
TMTC2 	 160 	 46 	 61 	  	  	 
LOC105369874 	 0 	 0 	 0 	  	  	 
LOC107984536 	 0 	 0 	 0 	  	  	 
LOC124902976 	 0 	 0 	 0 	  	  	 
LOC124903066 	 0 	 0 	 0 	  	  	 
LOC105369875 	 0 	 0 	 0 	  	  	 
SLC6A15 	 0 	 0 	 0 	  	  	 
LOC102724680 	 0 	 0 	 0 	  	  	 
TSPAN19 	 0 	 0 	 0 	  	  	 
LRRIQ1 	 0 	 0 	 0 	  	  	 
ALX1 	 0 	 0 	 1 	  	  	 
LINC02820 	 0 	 0 	 0 	  	  	 
LOC107984537 	 1 	 0 	 0 	  	  	 
LOC124903073 	 0 	 0 	 0 	  	  	 
RASSF9 	 1 	 0 	 2 	  	  	 
NTS 	 0 	 0 	 0 	  	  	 
MGAT4C 	 0 	 0 	 0 	  	  	 
LOC105369877 	 0 	 0 	 0 	  	  	 
MIR3059 	 0 	 0 	 0 	  	  	 
LOC105369878 	 0 	 0 	 0 	  	  	 
LOC105369879 	 0 	 0 	 0 	  	  	 
LOC107984478 	 0 	 0 	 0 	  	  	 
LOC105369880 	 0 	 0 	 0 	  	  	 
LOC105369881 	 0 	 0 	 0 	  	  	 
LINC02258 	 0 	 0 	 0 	  	  	 
MKRN9P 	 61 	 77 	 62 	  	  	 
C12orf50 	 0 	 0 	 0 	  	  	 
LOC107984542 	 0 	 1 	 0 	  	  	 
C12orf29 	 207 	 142 	 184 	  	  	 
CEP290 	 305 	 291 	 221 	  	  	 
LOC124902977 	 17 	 29 	 23 	  	  	 
TMTC3 	 128 	 87 	 124 	  	  	 
LOC124902978 	 0 	 0 	 0 	  	  	 
KITLG 	 26 	 1 	 30 	  	  	 
LOC124902979 	 0 	 0 	 0 	  	  	 
LOC105369885 	 0 	 0 	 0 	  	  	 
LOC105369886 	 0 	 0 	 0 	  	  	 
LOC105369887 	 0 	 0 	 0 	  	  	 
LINC02458 	 733 	 27 	 0 	  	  	 
LOC105378255 	 1 	 0 	 0 	  	  	 
DUSP6 	 3059 	 2368 	 3156 	  	  	 
LOC124902980 	 4 	 1 	 1 	  	  	 
LOC124902981 	 3 	 1 	 2 	  	  	 
POC1B 	 1308 	 388 	 284 	  	  	 
POC1B-GALNT4 	 13 	 5 	 0 	  	  	 
GALNT4 	 117 	 38 	 2 	  	  	 
POC1B-AS1 	 103 	 20 	 11 	  	  	 
ATP2B1 	 792 	 1640 	 1046 	  	  	 
ATP2B1-AS1 	 80 	 84 	 79 	  	  	 
LOC107984543 	 0 	 1 	 3 	  	  	 
LOC105369890 	 0 	 4 	 0 	  	  	 
LINC02399 	 0 	 1 	 0 	  	  	 
LOC105369892 	 0 	 0 	 0 	  	  	 
LINC02392 	 0 	 0 	 0 	  	  	 
LOC124902982 	 0 	 0 	 0 	  	  	 
LINC02822 	 0 	 0 	 0 	  	  	 
LOC105369895 	 0 	 0 	 0 	  	  	 
LOC124903074 	 0 	 0 	 0 	  	  	 
LINC00615 	 0 	 0 	 0 	  	  	 
CCER1 	 0 	 0 	 0 	  	  	 
EPYC 	 0 	 0 	 0 	  	  	 
